review_id,product_id,rating,review_title,review_text,review_date,reviewer_name,verified_purchase,helpful_votes
R0008615,P0001209,5,Fit is impressive,Fit is mediocre and port selection is reliable.,2023-03-16,Aarav W.,True,104
R0008616,P0000717,4,Performance is poor,Performance is excellent and HDR is inconsistent.,2024-10-04,Kavya D.,No,144
R0008617,P0000286,4,Wi-fi range is impressive,Wi-fi range is underwhelming and battery life is solid.,2023-10-09,Diya B.,Yes,37
R0008618,P0001278,3,Hdr is impressive,Hdr is underwhelming and camera is excellent.,2023-02-23,Tanvi R.,1,147
R0008619,P0001821,3,Refresh rate is solid,Refresh rate is underwhelming and camera is solid.,2023-11-01,Meera D.,Yes,73
R0008620,P0001897,4,Ergonomics is mediocre,Ergonomics is excellent and comfort is excellent.,2023-02-14,Sana I.,True,41
R0008621,P0000898,5,Heart rate accuracy is poor,Heart rate accuracy is top-notch and contrast is solid.,2024-09-30,Sana Q.,0,87
R0008622,P0000282,2,Heart rate accuracy is impressive,Heart rate accuracy is reliable and ergonomics is weak.,2024-11-23,Vihaan V.,True,238
R0008623,P0000695,4,Software is poor,Software is reliable and HDR is excellent.,2023-09-08,Sana C.,0,155
R0008624,P0000367,2,Refresh rate is mediocre,Refresh rate is reliable and contrast is solid.,2023-02-19,Kavya L.,True,119
R0008625,P0000563,4,Heart rate accuracy is impressive,Heart rate accuracy is underwhelming and display is solid.,2024-07-08,Priya S.,1,118
R0008626,P0000939,5,Image quality is poor,Image quality is top-notch and charging speed is solid.,2024-04-26,Ira B.,No,171
R0008627,P0001002,3,Port selection is impressive,Port selection is underwhelming and ergonomics is inconsistent.,2023-05-21,Tanvi Q.,True,186
R0008628,P0000487,5,Refresh rate is great,Refresh rate is underwhelming and charging speed is excellent.,2023-06-05,Vihaan C.,0,194
R0008629,P0000380,3,Fit is poor,Fit is mediocre and charging speed is reliable.,2025-07-24,Nikhil E.,Yes,123
R0008630,P0001431,4,Video stabilization is poor,Video stabilization is underwhelming and Wi-Fi range is weak.,2025-03-17,Diya G.,True,141
R0008631,P0001033,4,Refresh rate is solid,Refresh rate is excellent and image quality is solid.,2024-08-14,Aditi Q.,Yes,3
R0008632,P0000218,2,Wi-fi range is solid,Wi-fi range is reliable and camera is excellent.,2023-02-09,Aarav Z.,True,79
R0008633,P0001277,4,Wi-fi range is great,Wi-fi range is mediocre and build quality is reliable.,2024-02-12,Aarav A.,False,209
R0008634,P0000847,4,Build quality is impressive,Build quality is underwhelming and display is weak.,2024-11-01,Anil U.,0,45
R0008635,P0001361,5,Performance is solid,Performance is underwhelming and notifications is reliable.,2024-03-25,Sana L.,No,224
R0008636,P0001617,4,Camera is impressive,Camera is underwhelming and software is weak.,2025-11-19,Ira C.,0,229
R0008637,P0001973,3,Camera is mediocre,Camera is mediocre and build quality is inconsistent.,2024-01-10,Farhan T.,No,182
R0008638,P0000288,5,Ergonomics is poor,Ergonomics is reliable and performance is weak.,2024-11-29,Vihaan H.,No,122
R0008639,P0001525,3,Port selection is mediocre,Port selection is underwhelming and build quality is reliable.,2024-05-12,Kavya M.,Yes,103
R0008640,P0000046,5,Comfort is poor,Comfort is top-notch and ergonomics is excellent.,2025-06-03,Ira U.,Yes,150
R0008641,P0000469,3,Fit is solid,Fit is mediocre and comfort is solid.,2024-10-04,Priya I.,Yes,234
R0008642,P0000789,4,Software is poor,Software is underwhelming and contrast is excellent.,2025-06-30,Vihaan E.,1,59
R0008643,P0001289,1,Notifications is great,Notifications is excellent and image quality is weak.,2023-07-25,Anaya W.,True,178
R0008644,P0000556,1,Heart rate accuracy is great,Heart rate accuracy is top-notch and refresh rate is reliable.,2023-07-30,Diya B.,False,100
R0008645,P0000691,4,Video stabilization is poor,Video stabilization is reliable and heart rate accuracy is solid.,2024-03-04,Rohan M.,False,112
R0008646,P0001205,5,Ergonomics is poor,Ergonomics is mediocre and video stabilization is weak.,2025-01-28,Ira Q.,1,215
R0008647,P0000540,4,Comfort is impressive,Comfort is reliable and camera is weak.,2023-04-19,Diya F.,True,75
R0008648,P0001506,2,Notifications is mediocre,Notifications is reliable and video stabilization is weak.,2025-02-15,Rahul J.,False,64
R0008649,P0000306,4,Refresh rate is impressive,Refresh rate is mediocre and display is excellent.,2024-03-02,Kavya H.,False,1
R0008650,P0001619,4,Bluetooth connectivity is impressive,Bluetooth connectivity is reliable and battery life is solid.,2023-09-04,Rohan I.,No,178
R0008651,P0000397,4,Performance is impressive,Performance is reliable and battery life is weak.,2024-03-02,Sara T.,1,168
R0008652,P0000479,2,Battery life is impressive,Battery life is reliable and noise cancellation is solid.,2025-02-18,Rohan A.,True,167
R0008653,P0001337,2,Battery life is solid,Battery life is reliable and Bluetooth connectivity is excellent.,2023-05-05,Aryan G.,Yes,67
R0008654,P0000804,3,Battery life is mediocre,Battery life is underwhelming and contrast is solid.,2023-03-05,Anaya F.,1,194
R0008655,P0000974,4,Noise cancellation is mediocre,Noise cancellation is underwhelming and battery life is reliable.,2023-10-07,Aditi Y.,Yes,211
R0008656,P0000127,5,Video stabilization is solid,Video stabilization is top-notch and contrast is solid.,2023-10-31,Kavya H.,Yes,170
R0008657,P0001710,5,Build quality is great,Build quality is excellent and comfort is reliable.,2025-07-30,Farhan H.,True,227
R0008658,P0000334,4,Port selection is poor,Port selection is top-notch and heart rate accuracy is inconsistent.,2025-07-31,Rohan Q.,0,55
R0008659,P0001394,3,Comfort is poor,Comfort is mediocre and contrast is solid.,2025-03-09,Nikhil S.,Yes,224
R0008660,P0000694,2,Software is solid,Software is top-notch and port selection is excellent.,2025-09-30,Karan X.,True,149
R0008661,P0001476,5,Build quality is poor,Build quality is reliable and ergonomics is weak.,2023-04-27,Meera E.,False,222
R0008662,P0000450,5,Video stabilization is impressive,Video stabilization is mediocre and image quality is inconsistent.,2025-05-07,Sana N.,No,145
R0008663,P0000529,5,Wi-fi range is impressive,Wi-fi range is excellent and comfort is solid.,2024-02-05,Anil X.,No,234
R0008664,P0000922,3,Fit is solid,Fit is mediocre and performance is excellent.,2024-09-17,Farhan F.,1,66
R0008665,P0001938,2,Notifications is solid,Notifications is underwhelming and HDR is weak.,2023-12-17,Vikram Y.,True,122
R0008666,P0001426,5,Contrast is poor,Contrast is top-notch and heart rate accuracy is solid.,2024-05-06,Priya N.,0,109
R0008667,P0001155,4,Charging speed is solid,Charging speed is underwhelming and port selection is excellent.,2023-12-11,Rahul U.,1,215
R0008668,P0001376,4,Bluetooth connectivity is great,Bluetooth connectivity is excellent and software is inconsistent.,2024-06-17,Diya G.,0,227
R0008669,P0000388,1,Hdr is solid,Hdr is top-notch and image quality is excellent.,2024-09-28,Ira Q.,No,110
R0008670,P0001450,1,Heart rate accuracy is poor,Heart rate accuracy is mediocre and performance is reliable.,2023-10-16,Kavya O.,0,180
R0008671,P0001372,4,Image quality is poor,Image quality is mediocre and charging speed is solid.,2023-02-20,Karan K.,Yes,220
R0008672,P0000595,3,Refresh rate is great,Refresh rate is reliable and software is solid.,2023-02-19,Kavya H.,1,123
R0008673,P0000561,5,Fit is impressive,Fit is excellent and noise cancellation is reliable.,2025-05-10,Sana T.,False,188
R0008674,P0000380,5,Software is great,Software is reliable and charging speed is excellent.,2025-07-07,Sneha J.,True,212
R0008675,P0000851,3,Video stabilization is impressive,Video stabilization is reliable and software is weak.,2023-04-07,Ira M.,False,200
R0008676,P0000511,1,Comfort is poor,Comfort is underwhelming and ergonomics is inconsistent.,2025-10-08,Sneha R.,0,30
R0008677,P0000377,3,Bluetooth connectivity is impressive,Bluetooth connectivity is excellent and heart rate accuracy is weak.,2023-11-21,Ritu C.,1,119
R0008678,P0001440,5,Wi-fi range is impressive,Wi-fi range is excellent and battery life is reliable.,2025-06-24,Tanvi N.,0,160
R0008679,P0000657,4,Noise cancellation is impressive,Noise cancellation is underwhelming and image quality is excellent.,2025-04-20,Rahul T.,0,31
R0008680,P0000059,5,Fit is great,Fit is reliable and heart rate accuracy is weak.,2024-01-20,Sana M.,Yes,232
R0008681,P0001554,2,Ergonomics is poor,Ergonomics is mediocre and heart rate accuracy is inconsistent.,2023-05-07,Ira L.,1,146
R0008682,P0001227,5,Hdr is solid,Hdr is top-notch and notifications is solid.,2023-10-06,Rohan U.,True,159
R0008683,P0000123,3,Performance is impressive,Performance is underwhelming and Wi-Fi range is weak.,2024-05-08,Sneha I.,Yes,189
R0008684,P0000782,2,Contrast is mediocre,Contrast is excellent and software is excellent.,2023-03-31,Ritu K.,1,142
R0008685,P0001056,4,Bluetooth connectivity is impressive,Bluetooth connectivity is top-notch and Wi-Fi range is inconsistent.,2025-08-07,Ira L.,True,87
R0008686,P0000776,3,Image quality is poor,Image quality is underwhelming and performance is excellent.,2023-02-26,Aryan Z.,Yes,169
R0008687,P0001672,1,Video stabilization is solid,Video stabilization is top-notch and Bluetooth connectivity is excellent.,2023-09-27,Aditi E.,False,120
R0008688,P0001804,4,Refresh rate is solid,Refresh rate is mediocre and performance is solid.,2024-12-10,Aarav C.,1,198
R0008689,P0001207,5,Image quality is impressive,Image quality is mediocre and software is weak.,2023-01-16,Vihaan B.,0,115
R0008690,P0000037,1,Refresh rate is great,Refresh rate is top-notch and software is reliable.,2025-07-17,Nikhil Y.,True,42
R0008691,P0000454,3,Comfort is solid,Comfort is excellent and display is solid.,2025-01-03,Kavya M.,Yes,196
R0008692,P0000736,3,Ergonomics is mediocre,Ergonomics is mediocre and software is excellent.,2025-10-30,Aditi G.,0,189
R0008693,P0000259,2,Contrast is mediocre,Contrast is excellent and video stabilization is weak.,2023-08-02,Ira B.,No,109
R0008694,P0001310,2,Display is poor,Display is reliable and comfort is weak.,2023-10-19,Aarav T.,False,218
R0008695,P0000281,4,Camera is impressive,Camera is top-notch and video stabilization is excellent.,2023-11-14,Anil X.,0,57
R0008696,P0000583,4,Port selection is great,Port selection is excellent and heart rate accuracy is weak.,2024-07-27,Sara Q.,True,147
R0008697,P0000513,5,Port selection is great,Port selection is excellent and contrast is inconsistent.,2023-08-04,Vihaan I.,0,127
R0008698,P0000910,4,Build quality is solid,Build quality is excellent and image quality is excellent.,2023-09-18,Aryan W.,1,66
R0008699,P0000953,4,Hdr is impressive,Hdr is excellent and video stabilization is solid.,2025-04-28,Aditi L.,1,18
R0008700,P0000782,1,Port selection is great,Port selection is excellent and heart rate accuracy is excellent.,2024-03-11,Diya I.,No,117
R0008701,P0000408,1,Port selection is solid,Port selection is excellent and performance is weak.,2025-08-16,Rahul Q.,Yes,103
R0008702,P0000162,2,Build quality is impressive,Build quality is excellent and HDR is solid.,2023-07-25,Ira M.,False,218
R0008703,P0001603,4,Performance is mediocre,Performance is excellent and charging speed is inconsistent.,2025-07-09,Tanvi W.,False,21
R0008704,P0001906,4,Performance is mediocre,Performance is mediocre and heart rate accuracy is weak.,2024-04-26,Ira X.,No,199
R0008705,P0001563,1,Noise cancellation is mediocre,Noise cancellation is underwhelming and ergonomics is solid.,2023-04-10,Ritu D.,No,145
R0008706,P0001491,5,Refresh rate is mediocre,Refresh rate is excellent and noise cancellation is weak.,2023-11-19,Rahul X.,Yes,142
R0008707,P0000726,4,Performance is poor,Performance is mediocre and notifications is weak.,2025-03-29,Kavya S.,False,61
R0008708,P0001218,2,Fit is solid,Fit is reliable and performance is solid.,2023-03-27,Diya L.,True,65
R0008709,P0001888,3,Battery life is poor,Battery life is excellent and video stabilization is inconsistent.,2024-05-09,Sana M.,True,25
R0008710,P0000224,4,Contrast is poor,Contrast is mediocre and camera is reliable.,2025-01-13,Nikhil Y.,1,64
R0008711,P0000905,4,Video stabilization is solid,Video stabilization is reliable and build quality is excellent.,2025-08-01,Sneha Y.,Yes,210
R0008712,P0000988,2,Display is mediocre,Display is top-notch and charging speed is inconsistent.,2024-10-21,Rahul N.,No,176
R0008713,P0000222,3,Noise cancellation is mediocre,Noise cancellation is excellent and refresh rate is reliable.,2024-07-10,Karan E.,False,113
R0008714,P0000863,1,Display is poor,Display is underwhelming and Wi-Fi range is reliable.,2023-03-18,Vikram W.,No,248
R0008715,P0001617,3,Performance is poor,Performance is underwhelming and ergonomics is solid.,2024-09-30,Rohan D.,0,211
R0008716,P0001120,3,Build quality is great,Build quality is excellent and HDR is inconsistent.,2023-07-14,Anaya O.,False,16
R0008717,P0000140,5,Wi-fi range is great,Wi-fi range is top-notch and noise cancellation is weak.,2024-12-11,Aarav U.,No,96
R0008718,P0001518,3,Display is solid,Display is top-notch and performance is weak.,2024-11-02,Aditi B.,True,25
R0008719,P0000999,5,Comfort is mediocre,Comfort is underwhelming and noise cancellation is weak.,2025-09-01,Kavya S.,True,211
R0008720,P0000772,3,Bluetooth connectivity is mediocre,Bluetooth connectivity is reliable and port selection is weak.,2023-04-03,Anaya U.,1,98
R0008721,P0000866,3,Noise cancellation is great,Noise cancellation is reliable and display is solid.,2024-10-20,Kavya J.,Yes,11
R0008722,P0001906,2,Refresh rate is mediocre,Refresh rate is underwhelming and noise cancellation is reliable.,2025-07-05,Farhan R.,0,39
R0008723,P0000461,2,Comfort is mediocre,Comfort is underwhelming and contrast is reliable.,2023-09-22,Farhan J.,True,40
R0008724,P0001639,4,Wi-fi range is poor,Wi-fi range is reliable and battery life is weak.,2024-06-04,Sara O.,No,27
R0008725,P0001584,4,Software is impressive,Software is reliable and noise cancellation is reliable.,2023-01-21,Sara K.,False,133
R0008726,P0000699,3,Image quality is mediocre,Image quality is mediocre and performance is excellent.,2025-02-08,Meera X.,0,149
R0008727,P0001224,2,Ergonomics is solid,Ergonomics is reliable and comfort is solid.,2025-01-24,Aditi L.,0,137
R0008728,P0001854,2,Image quality is great,Image quality is mediocre and HDR is reliable.,2024-02-27,Sana U.,No,137
R0008729,P0000049,5,Port selection is mediocre,Port selection is top-notch and refresh rate is reliable.,2024-07-25,Vikram K.,False,157
R0008730,P0001759,3,Charging speed is mediocre,Charging speed is mediocre and ergonomics is reliable.,2023-05-09,Karan A.,Yes,80
R0008731,P0001271,5,Notifications is great,Notifications is mediocre and display is solid.,2025-06-30,Tanvi Q.,Yes,220
R0008732,P0001344,5,Fit is poor,Fit is underwhelming and Bluetooth connectivity is excellent.,2024-12-06,Priya S.,True,246
R0008733,P0001415,3,Refresh rate is great,Refresh rate is top-notch and camera is weak.,2025-02-10,Sneha R.,0,86
R0008734,P0001731,2,Camera is impressive,Camera is reliable and software is excellent.,2025-03-27,Farhan U.,Yes,193
R0008735,P0000397,3,Heart rate accuracy is great,Heart rate accuracy is top-notch and notifications is solid.,2025-08-02,Aditi A.,1,229
R0008736,P0001436,4,Charging speed is mediocre,Charging speed is mediocre and software is solid.,2025-08-22,Sneha A.,No,238
R0008737,P0001735,4,Comfort is poor,Comfort is mediocre and notifications is inconsistent.,2025-06-21,Priya O.,0,202
R0008738,P0001206,5,Build quality is solid,Build quality is reliable and noise cancellation is excellent.,2023-09-29,Anil P.,1,106
R0008739,P0000177,3,Build quality is impressive,Build quality is underwhelming and display is inconsistent.,2023-09-19,Vihaan V.,No,76
R0008740,P0000062,5,Hdr is poor,Hdr is underwhelming and build quality is solid.,2024-10-30,Aditi N.,No,118
R0008741,P0001443,4,Refresh rate is great,Refresh rate is top-notch and Bluetooth connectivity is solid.,2023-05-28,Nikhil J.,0,142
R0008742,P0000998,5,Charging speed is solid,Charging speed is top-notch and Bluetooth connectivity is solid.,2023-10-24,Rohan T.,No,129
R0008743,P0001994,2,Comfort is solid,Comfort is top-notch and software is solid.,2024-12-05,Sara E.,0,4
R0008744,P0001666,2,Comfort is great,Comfort is underwhelming and heart rate accuracy is inconsistent.,2024-10-28,Kavya T.,0,8
R0008745,P0001911,3,Fit is poor,Fit is top-notch and heart rate accuracy is inconsistent.,2025-05-19,Diya P.,0,80
R0008746,P0001927,4,Refresh rate is solid,Refresh rate is mediocre and build quality is reliable.,2024-05-07,Nikhil D.,True,61
R0008747,P0000682,3,Software is impressive,Software is excellent and noise cancellation is weak.,2025-08-04,Rahul T.,No,44
R0008748,P0001491,3,Heart rate accuracy is great,Heart rate accuracy is underwhelming and charging speed is inconsistent.,2024-06-04,Meera I.,False,134
R0008749,P0000914,5,Noise cancellation is solid,Noise cancellation is top-notch and HDR is reliable.,2025-02-14,Tanvi J.,1,174
R0008750,P0001741,2,Charging speed is solid,Charging speed is underwhelming and noise cancellation is excellent.,2025-07-06,Ritu Z.,0,209
R0008751,P0000666,3,Bluetooth connectivity is impressive,Bluetooth connectivity is reliable and display is inconsistent.,2024-08-29,Meera A.,0,84
R0008752,P0001234,5,Refresh rate is impressive,Refresh rate is top-notch and performance is reliable.,2024-09-13,Ritu L.,False,133
R0008753,P0001046,2,Comfort is great,Comfort is top-notch and performance is weak.,2023-02-02,Priya L.,0,98
R0008754,P0001273,3,Charging speed is impressive,Charging speed is excellent and comfort is solid.,2025-11-23,Aarav E.,1,111
R0008755,P0000272,1,Noise cancellation is solid,Noise cancellation is excellent and HDR is reliable.,2023-01-29,Vihaan D.,1,6
R0008756,P0001719,4,Video stabilization is solid,Video stabilization is excellent and contrast is solid.,2024-05-01,Nikhil S.,No,63
R0008757,P0000845,3,Wi-fi range is impressive,Wi-fi range is excellent and battery life is excellent.,2024-06-25,Ira X.,False,201
R0008758,P0000082,4,Build quality is mediocre,Build quality is reliable and refresh rate is excellent.,2023-12-31,Ritu U.,False,145
R0008759,P0001531,5,Video stabilization is poor,Video stabilization is reliable and HDR is reliable.,2024-05-04,Anil F.,0,211
R0008760,P0000726,5,Build quality is mediocre,Build quality is reliable and charging speed is reliable.,2024-11-22,Diya L.,1,85
R0008761,P0001797,1,Hdr is poor,Hdr is top-notch and Bluetooth connectivity is weak.,2023-08-31,Rohan Y.,Yes,230
R0008762,P0001496,2,Battery life is mediocre,Battery life is excellent and image quality is inconsistent.,2024-11-20,Anaya P.,0,194
R0008763,P0001188,2,Performance is great,Performance is mediocre and notifications is excellent.,2023-11-05,Anaya A.,Yes,41
R0008764,P0000306,4,Ergonomics is great,Ergonomics is excellent and camera is weak.,2024-03-06,Tanvi N.,True,241
R0008765,P0000524,5,Ergonomics is mediocre,Ergonomics is excellent and build quality is weak.,2025-07-24,Tanvi J.,True,198
R0008766,P0000313,5,Ergonomics is mediocre,Ergonomics is excellent and display is reliable.,2025-02-11,Meera S.,0,182
R0008767,P0001397,5,Noise cancellation is great,Noise cancellation is excellent and ergonomics is inconsistent.,2024-09-21,Anil E.,No,221
R0008768,P0000404,4,Camera is solid,Camera is mediocre and build quality is reliable.,2025-02-06,Karan D.,False,19
R0008769,P0000432,2,Port selection is solid,Port selection is reliable and charging speed is excellent.,2023-04-15,Sneha Q.,0,49
R0008770,P0000821,5,Video stabilization is solid,Video stabilization is top-notch and notifications is reliable.,2025-07-11,Farhan O.,True,228
R0008771,P0001616,4,Notifications is solid,Notifications is excellent and video stabilization is solid.,2023-07-19,Karan N.,Yes,43
R0008772,P0000560,1,Noise cancellation is great,Noise cancellation is excellent and comfort is weak.,2023-12-31,Diya S.,No,18
R0008773,P0001469,2,Notifications is great,Notifications is reliable and display is weak.,2025-07-19,Vihaan R.,No,171
R0008774,P0000214,3,Battery life is poor,Battery life is excellent and charging speed is inconsistent.,2023-11-07,Sneha N.,Yes,164
R0008775,P0001918,1,Hdr is mediocre,Hdr is reliable and display is excellent.,2024-04-20,Diya I.,No,3
R0008776,P0000805,1,Image quality is solid,Image quality is reliable and camera is solid.,2023-06-05,Kavya Q.,True,15
R0008777,P0001583,4,Display is impressive,Display is underwhelming and charging speed is reliable.,2024-07-09,Farhan J.,0,171
R0008778,P0001570,1,Performance is impressive,Performance is reliable and noise cancellation is reliable.,2024-11-27,Priya B.,Yes,173
R0008779,P0001000,4,Wi-fi range is mediocre,Wi-fi range is top-notch and battery life is reliable.,2023-09-15,Nikhil P.,No,170
R0008780,P0001108,4,Contrast is great,Contrast is underwhelming and battery life is inconsistent.,2023-12-18,Ritu Y.,1,52
R0008781,P0000277,5,Fit is solid,Fit is top-notch and contrast is excellent.,2023-10-19,Aarav R.,0,146
R0008782,P0000804,4,Charging speed is mediocre,Charging speed is reliable and notifications is excellent.,2023-01-24,Vikram U.,Yes,29
R0008783,P0001834,5,Performance is great,Performance is top-notch and fit is inconsistent.,2024-12-07,Sana A.,True,81
R0008784,P0000358,4,Build quality is mediocre,Build quality is top-notch and notifications is excellent.,2025-10-07,Karan U.,True,52
R0008785,P0000559,3,Video stabilization is great,Video stabilization is underwhelming and display is solid.,2023-04-20,Sara A.,1,180
R0008786,P0001761,5,Bluetooth connectivity is impressive,Bluetooth connectivity is reliable and performance is solid.,2023-12-02,Rahul S.,Yes,117
R0008787,P0001772,5,Hdr is solid,Hdr is top-notch and Wi-Fi range is excellent.,2025-06-03,Vihaan R.,True,210
R0008788,P0000439,3,Build quality is impressive,Build quality is mediocre and fit is weak.,2025-04-02,Sneha C.,No,141
R0008789,P0001653,5,Fit is great,Fit is mediocre and Wi-Fi range is solid.,2024-06-01,Meera J.,1,86
R0008790,P0001931,4,Wi-fi range is poor,Wi-fi range is excellent and contrast is excellent.,2024-04-26,Farhan W.,No,104
R0008791,P0000377,1,Charging speed is great,Charging speed is reliable and video stabilization is weak.,2023-04-25,Priya J.,Yes,68
R0008792,P0001332,3,Hdr is impressive,Hdr is excellent and Bluetooth connectivity is reliable.,2025-05-27,Anaya D.,True,50
R0008793,P0001200,5,Video stabilization is mediocre,Video stabilization is top-notch and charging speed is excellent.,2023-07-29,Nikhil U.,False,211
R0008794,P0001594,2,Software is impressive,Software is underwhelming and ergonomics is excellent.,2025-06-26,Sana R.,0,88
R0008795,P0000115,1,Camera is great,Camera is excellent and port selection is reliable.,2025-11-25,Rohan L.,1,100
R0008796,P0001838,5,Build quality is mediocre,Build quality is excellent and Wi-Fi range is reliable.,2023-03-21,Rohan M.,No,112
R0008797,P0000583,5,Software is great,Software is top-notch and battery life is inconsistent.,2025-11-10,Vikram K.,True,15
R0008798,P0001889,5,Display is solid,Display is mediocre and performance is solid.,2023-03-26,Vikram M.,1,146
R0008799,P0000344,5,Fit is impressive,Fit is underwhelming and software is inconsistent.,2023-03-24,Kavya K.,No,43
R0008800,P0001203,3,Refresh rate is solid,Refresh rate is excellent and camera is reliable.,2024-02-04,Priya X.,0,75
R0008801,P0001101,5,Camera is solid,Camera is top-notch and comfort is inconsistent.,2025-07-30,Nikhil A.,False,138
R0008802,P0000281,5,Contrast is poor,Contrast is mediocre and fit is reliable.,2024-05-08,Anil R.,True,229
R0008803,P0000968,2,Software is mediocre,Software is excellent and display is weak.,2025-06-07,Nikhil S.,False,183
R0008804,P0000559,3,Port selection is mediocre,Port selection is underwhelming and camera is solid.,2024-06-24,Sneha T.,No,90
R0008805,P0001824,5,Camera is solid,Camera is excellent and performance is excellent.,2024-01-06,Priya V.,Yes,229
R0008806,P0001618,5,Hdr is impressive,Hdr is underwhelming and heart rate accuracy is reliable.,2024-03-10,Rohan Q.,No,219
R0008807,P0001476,3,Video stabilization is great,Video stabilization is excellent and notifications is reliable.,2023-07-30,Tanvi M.,False,27
R0008808,P0001773,3,Video stabilization is mediocre,Video stabilization is excellent and build quality is weak.,2025-04-21,Anaya Z.,0,44
R0008809,P0001640,4,Video stabilization is solid,Video stabilization is underwhelming and camera is solid.,2024-10-30,Anaya Z.,False,124
R0008810,P0000176,4,Noise cancellation is poor,Noise cancellation is top-notch and build quality is solid.,2025-01-08,Tanvi G.,1,87
R0008811,P0000043,5,Wi-fi range is solid,Wi-fi range is reliable and charging speed is weak.,2023-04-09,Aarav W.,1,222
R0008812,P0000348,1,Notifications is poor,Notifications is reliable and noise cancellation is excellent.,2024-04-10,Sara G.,No,173
R0008813,P0001002,4,Wi-fi range is great,Wi-fi range is mediocre and port selection is excellent.,2025-06-04,Aryan V.,False,69
R0008814,P0000129,3,Bluetooth connectivity is impressive,Bluetooth connectivity is excellent and noise cancellation is reliable.,2023-10-27,Rohan G.,False,63
R0008815,P0000481,4,Charging speed is impressive,Charging speed is underwhelming and camera is solid.,2024-06-27,Rahul R.,No,17
R0008816,P0000398,4,Comfort is mediocre,Comfort is top-notch and image quality is inconsistent.,2024-03-07,Aarav H.,False,39
R0008817,P0000286,4,Wi-fi range is poor,Wi-fi range is underwhelming and build quality is inconsistent.,2024-11-20,Vihaan A.,True,32
R0008818,P0000778,2,Software is great,Software is mediocre and ergonomics is weak.,2025-06-07,Vihaan J.,False,56
R0008819,P0000893,4,Refresh rate is poor,Refresh rate is underwhelming and comfort is solid.,2025-04-09,Rohan Q.,No,92
R0008820,P0000114,4,Refresh rate is mediocre,Refresh rate is reliable and heart rate accuracy is inconsistent.,2024-09-01,Diya H.,False,12
R0008821,P0001038,4,Fit is mediocre,Fit is mediocre and ergonomics is weak.,2024-02-05,Nikhil Z.,0,40
R0008822,P0000640,2,Fit is impressive,Fit is mediocre and camera is excellent.,2023-05-27,Vihaan Y.,No,158
R0008823,P0000741,4,Display is solid,Display is reliable and software is excellent.,2025-03-18,Ira Q.,False,110
R0008824,P0001859,5,Performance is solid,Performance is mediocre and camera is weak.,2025-11-09,Diya C.,True,67
R0008825,P0000437,4,Comfort is impressive,Comfort is top-notch and HDR is excellent.,2025-06-04,Diya Q.,1,118
R0008826,P0000870,5,Ergonomics is great,Ergonomics is underwhelming and Wi-Fi range is weak.,2025-07-20,Anaya Q.,Yes,186
R0008827,P0001838,1,Performance is poor,Performance is underwhelming and contrast is weak.,2025-05-19,Meera H.,False,34
R0008828,P0000061,4,Image quality is solid,Image quality is mediocre and video stabilization is solid.,2023-12-12,Kavya Y.,Yes,187
R0008829,P0001052,4,Fit is mediocre,Fit is top-notch and image quality is reliable.,2024-07-21,Rohan B.,Yes,193
R0008830,P0001819,5,Bluetooth connectivity is poor,Bluetooth connectivity is excellent and heart rate accuracy is weak.,2025-03-30,Sana G.,False,139
R0008831,P0001096,4,Heart rate accuracy is mediocre,Heart rate accuracy is underwhelming and image quality is reliable.,2025-10-18,Diya F.,False,218
R0008832,P0001623,5,Bluetooth connectivity is mediocre,Bluetooth connectivity is mediocre and display is inconsistent.,2023-04-07,Diya G.,0,104
R0008833,P0000304,5,Fit is great,Fit is excellent and port selection is weak.,2025-10-30,Sneha W.,1,171
R0008834,P0000638,5,Display is solid,Display is reliable and refresh rate is reliable.,2024-09-29,Ritu G.,True,221
R0008835,P0001656,4,Comfort is mediocre,Comfort is top-notch and battery life is weak.,2023-11-10,Sara J.,0,144
R0008836,P0000430,3,Battery life is solid,Battery life is excellent and contrast is weak.,2023-08-03,Sara Q.,True,189
R0008837,P0001080,1,Battery life is great,Battery life is underwhelming and software is weak.,2025-01-10,Ritu Z.,False,136
R0008838,P0001766,2,Noise cancellation is mediocre,Noise cancellation is underwhelming and refresh rate is reliable.,2025-10-24,Vikram O.,1,164
R0008839,P0001877,4,Heart rate accuracy is mediocre,Heart rate accuracy is mediocre and display is solid.,2023-09-01,Kavya C.,No,53
R0008840,P0000831,3,Heart rate accuracy is mediocre,Heart rate accuracy is top-notch and display is weak.,2025-08-15,Aryan S.,0,147
R0008841,P0000077,5,Software is poor,Software is reliable and refresh rate is solid.,2024-03-16,Farhan K.,False,40
R0008842,P0000834,5,Battery life is solid,Battery life is underwhelming and contrast is reliable.,2025-11-16,Farhan I.,False,15
R0008843,P0000858,4,Fit is poor,Fit is underwhelming and build quality is excellent.,2023-10-26,Sara O.,Yes,41
R0008844,P0000732,5,Notifications is solid,Notifications is excellent and port selection is excellent.,2023-06-19,Priya O.,1,54
R0008845,P0000592,3,Fit is poor,Fit is mediocre and battery life is excellent.,2023-06-27,Rohan D.,No,100
R0008846,P0000454,4,Camera is poor,Camera is mediocre and Bluetooth connectivity is inconsistent.,2023-07-23,Karan A.,False,2
R0008847,P0001571,5,Fit is solid,Fit is top-notch and software is reliable.,2023-01-12,Diya U.,Yes,153
